chapter,volume,clean_title,source_line,status,note
1,一,无聊的等待,167,source,
2,一,强悍的属性,267,source,
3,一,小试身手,459,source,
4,一,boss嘟嘟兔,573,source,
5,一,嘟嘟兔的面罩,755,source,
6,一,心动的美女,897,source,
7,一,路遇山狼王,1065,source,
8,一,抢怪就pk,1209,source,
9,一,新手村的宝藏,1349,source,
10,一,黄金战熊恰拉拉,1483,source,
11,一,丰厚的奖励（上）,1575,source,
12,一,丰厚的奖励（下）,1739,source,
13,一,净化神泉之水,1869,source,
14,一,离开新手村,1985,source,
15,一,转职骑士,2109,source,
16,一,王财的麻烦,2241,source,
17,一,黑石塔,2357,source,
18,一,排行榜开放,2449,source,
19,一,暗潮涌动（上）,2615,source,
20,一,暗潮涌动（下）,2719,source,
21,一,骷髅队长,2827,source,
22,一,美女回家,2967,source,
23,一,厨房情欲,3103,source,
24,一,可恶的小妹,3213,source,
25,一,柳姐的电话,3323,source,
26,一,滔天的情欲,3473,source,
27,一,兄妹情深,3659,source,
28,一,骷髅套装,3799,source,
29,一,二十级的属性,3915,source,
30,一,黑石塔二层,4151,source,
31,一,炼妖石,4265,source,
32,一,挺进黑石塔三层,4375,source,
33,一,宠物系统开放,4511,source,
34,一,狼人卡巴罗,4617,source,
35,一,收获颇丰,4711,source,
36,一,黑色巫师,4805,source,
37,一,紫耀石,4899,source,
38,一,宠物小火鸟,5013,source,
39,一,金刚巨盾,5185,source,
40,一,浴室情欲,5297,source,
41,一,偶遇凌玉雅（上）,5411,source,
42,一,偶遇凌玉雅（中）,5529,source,
43,一,偶遇凌玉雅（下）,5619,source,
44,一,四大校花,5729,source,
45,一,冰冷的美女杀手,5817,source,
46,一,冰冷美女的诱惑,5963,source,
47,一,痛并快乐着,6039,source,
48,一,欲火燃烧,6127,source,
49,一,诱惑小魔女,6219,source,
50,一,小魔女的责问,6289,source,
51,一,分手缘由,6381,source,
52,一,重回游戏,6455,source,
53,二,狼人卡巴罗进化,6721,source,
54,二,帮派系统开启,6851,source,
55,二,宠物小火鸟进化,6963,source,
56,二,任务风波（上）,7083,source,
57,二,任务风波（下）,7181,source,
58,二,老酒拍卖行,7315,source,
59,二,卡巴罗套装,7405,source,
60,二,准备拍卖,7533,source,
61,二,清秀的牧师女孩,7625,source,
62,二,蝙蝠洞窟,7751,source,
63,二,九翼暗黑金蝠王,7887,source,
64,二,击杀九翼暗黑金蝠王,8007,source,
65,二,三翼暗黑金蝠王,8139,source,
66,二,五行牧师,8291,source,
67,二,复活戒指,8417,source,
68,二,精灵路径,8529,source,
69,二,超强的奋力一击,8653,source,
70,二,双头乌鸦王,8801,source,
71,二,暗黑紫天龙,8921,source,
72,二,一触即发,9045,source,
73,二,神兽五爪神龙,9137,source,
74,二,神兽的威力,9265,source,
75,二,一场混战,9395,source,
76,二,皇家骑士,9545,source,
77,二,美女的约会,9701,source,
78,二,喷发的怒火,9851,source,
79,二,诱人的祁小佳,9989,source,
80,二,如此幸福,10127,source,
81,二,仙器蝙龙云剑,10299,source,
82,二,双胞胎美女魔法师,10451,source,
83,二,楠木树妖,10549,source,
84,二,楠木妖王,10653,source,
85,二,楠木鹰仗,10769,source,
86,二,暗黑不死金雕王,10871,source,
87,二,我是大色狼,11013,source,
88,二,石刻林,11149,source,
89,二,又遇抢怪的垃圾,11275,source,
90,二,快速的pk,11395,source,
91,二,悲痛的暗月四号,11565,source,
92,二,精灵之门,11723,source,
93,二,仙器楠木鹰仗,11831,source,
94,二,敲诈鉴定老头（上）,11957,source,
95,二,敲诈鉴定老头（中）,12063,source,
96,二,敲诈鉴定老头（下）,12175,source,
97,二,血魂菇,12287,source,
98,二,这样也能赚钱,12371,source,
99,二,人生何处不相逢,12511,source,
100,二,委屈的火舞,12639,source,
101,二,卑鄙的老酒,12753,source,
102,二,火爆的拍卖会,12869,source,
103,二,各大势力（上）,13001,source,
104,二,各大势力（下）,13077,source,
105,二,强者的聚会,13169,source,
106,二,拍卖建帮令,13261,source,
107,二,两匹黑马,13383,source,
108,二,突破八千万,13537,source,
109,二,四件高级黄金装备,13641,source,
110,二,居高不下的价格,13747,source,
111,二,财富排行第一,13847,source,
112,二,唯一隐藏任务,13971,source,
113,二,四大勋章,14065,source,
114,二,护殿骑士,14143,source,
115,二,龙马琴,14213,source,
116,二,前去抓马,14275,source,
117,三,命悬一线,14379,source,
118,三,太阳天神驹,14483,source,
119,三,野马头领,14581,source,
120,三,无奈的捕捉,14657,source,
121,三,马蹄之戒,14771,source,
122,三,星马湖,14869,source,
123,三,紫焰沸腾,14955,source,
124,三,霸者天下,15049,source,
125,三,仙骑紫焰雷翼马,15143,source,
126,三,梦魇之王,15225,source,
127,三,两马对决,15297,source,
128,三,碧蓝色的莲花,15367,source,
129,三,五行小白龙,15451,source,
130,三,魔魇飞龙驹,15589,source,
131,三,三星圣莲,15695,source,
132,三,损伤的三星圣莲,15783,source,
133,三,荷花潭边（上）,15883,source,
134,三,荷花潭边（下）,15969,source,
135,三,初恋回忆,16035,source,
136,三,我的爱情,16097,source,
137,三,蔓延的误会,16151,source,
138,三,游戏更新,16241,source,
139,三,让人期待的更新,,inferred,标题嵌入第138章正文中，补录为独立章节。
140,三,坦白交代,,inferred,标题嵌入第138章正文中，补录为独立章节。
141,三,《帝神诀》的威力,16573,source,
142,三,坐骑排行榜,16717,source,
143,三,神骑的议论,16921,source,
144,三,该出手就出手,17011,source,
145,三,决不留情,17119,source,
146,三,无情的屠杀,17223,source,
147,三,死亡设定,17363,source,
148,三,广庭之吻,17479,source,
149,三,恢复容貌,17593,source,
150,三,南海青玉杆,17755,source,
151,三,五彩水丹,17871,source,
152,三,郁闷的老酒,17969,source,
153,三,三圣宝石,18075,source,
154,三,天宠咒法,18171,source,
155,三,策马飞奔,18281,source,
156,三,携美升级,18353,source,
157,三,领悟技能,18441,source,
158,三,圣殿契约,18531,source,
159,三,黄斑豺狼王,18657,source,
160,三,大战难免,18751,source,
161,三,艰难的时刻,18837,source,
162,三,开始发威,18909,source,
163,三,情况逆转,18997,source,
164,三,反败为胜,19091,source,
165,三,三十级的装备,19191,source,
166,三,三十级的属性,19291,source,
167,三,进入水雾殿,19493,source,
168,三,我被偷袭,19571,source,
169,三,白雾骨怪,19643,source,
170,三,第二道考验,19723,source,
171,三,狡猾的白雾秃鹫,19797,source,
172,三,无头骑兵,19883,source,
173,三,魔族天才,19967,source,
174,三,血妖花魔,20029,source,
175,三,海之魔魂,20125,source,
176,三,收取战利品,20219,source,
177,三,白云獠牙狮,20321,source,
178,三,金刚巨盾的威力,20413,source,
179,三,两只水雾妖,20503,source,
180,三,双头水雾妖,20637,source,
181,四,水雾漩涡,20717,source,
182,四,致命一击,20823,source,
183,四,纯阴泉水,20925,source,
184,四,取得龙马琴,21013,source,
185,四,飞龙烈焰枪,21087,source,
186,四,水火交融,21177,source,
187,四,飞龙圣骑士,21277,source,
188,四,寒冰雪龙,21347,source,
189,四,骑士小分队,21435,source,
190,四,强大的属性,21503,source,
191,四,阴魂水妖猫,21579,source,
192,四,界能之针,21667,source,
193,四,豹魔兽,21743,source,
194,四,躲在暗处,21843,source,
195,四,六头双翼蛇,21943,source,
196,四,风舞裂天扇,22017,source,
197,四,危险降临,22099,source,
198,四,旋风之路,22187,source,
199,四,我被围困,22261,source,
200,四,龙骑士,22349,source,
201,四,三头黑龙骑士,22429,source,
202,四,死亡魔斩,22507,source,
203,四,三眼暗魔蛇,22585,source,
204,四,风纹之狐,22651,source,
205,四,混乱的黑石塔三层,22743,source,
206,四,空中烟花,22821,source,
207,四,开放水雾殿,22915,source,
208,四,消息一堆,22989,source,
209,四,一阵喧哗,23095,source,
210,四,至贱则无敌,23209,source,
211,四,矛盾的奖励,23303,source,
212,四,元素骑士,23529,source,
213,四,雷骑士,23735,source,
214,四,金狼微章,23873,source,
215,四,天龙令旗,24037,source,
216,四,与美共骑,24119,source,
217,四,痛吻玉雅,24217,source,
218,四,欺凌玉雅,24363,source,
219,四,第二帮派建立,24455,source,
220,四,樱花屏风,24529,source,
221,四,樱花十二使,24623,source,
222,四,红眼公牛,24703,source,
223,四,准备杀戮,24781,source,
224,四,完美的团队,24891,source,
225,四,回城鉴定,25011,source,
226,四,海魂魔玉链,25123,source,
227,四,收获不错,25239,source,
228,四,鉴定完毕,25325,source,
229,四,奇怪的老酒,25429,source,
230,四,蝴蝶花纹,25525,source,
231,四,安静的大街,25627,source,
232,四,化茧成蝶,25827,source,
233,四,惹美伤心,25913,source,
234,四,少妇的诱惑,26009,source,
235,四,爱欲燃烧,26099,source,
236,四,兄弟聚会（1）,26199,source,
237,四,兄弟聚会（2）,26329,source,
238,四,兄弟集会（3）,26453,source,
239,四,前往碑岩泉,26609,source,
240,四,我来引怪,26825,source,
241,四,亡灵怨鸟,26979,source,
242,四,瞬间搞定,27161,source,
243,四,复活的亡灵怨鸟,27267,source,
244,四,狐狸女精,27509,source,
245,四,性格的改变,27657,source,
246,四,七尾狐狸精,27805,source,
247,四,桃花凌落斩,27897,source,
248,四,百花玉体,27985,source,
249,四,百幻桃林,28187,source,
250,四,桃花精魂,28295,source,
251,四,狐族女王狐媚儿,28529,source,
252,四,神农百草杖,28671,source,
253,四,百花云萝裳,28901,source,
254,四,成功逃跑,29033,source,
255,四,神器排行榜,29321,source,
256,四,娇媚的狐媚儿,29449,source,
257,四,千年宿敌,29589,source,
258,四,桃花飞舞,29711,source,
259,四,超级血瓶,29823,source,
260,四,血妖花的果实,29947,source,
261,四,情动幽兰,30069,source,
262,四,四大魔尊,30185,source,
263,四,美女排行榜,30257,source,
264,四,魔焰焚火杯,30375,source,
265,四,有人来访,30461,source,
266,四,谎言的威力,30597,source,
267,四,搞定小魔女,30741,source,
268,四,金花雪雕,30915,source,
269,四,无功而返,31091,source,
270,四,金光灿灿的巨雕,31197,source,
271,四,爆血金光雕,31425,source,
272,四,三个美人,31561,source,
273,四,六榜第一,31679,source,
274,四,帝风佣兵团,31983,source,
275,四,神佑之阵,32227,source,
276,四,生命7000,32463,source,
277,四,宠物的成长,32679,source,
278,四,小黑的成长,32833,source,
279,四,蓝蚁谷,33087,source,
280,四,药材的种子,33203,source,
281,四,一场风波,33327,source,
282,四,去那里升级,33487,source,
283,四,心碎的等级,33607,source,
284,四,混乱的黑石塔,33739,source,
285,四,开始杀戮,33927,source,
286,四,成功屠虎,34045,source,
287,四,开始升级,34237,source,
288,四,奇怪的骨獠,34405,source,
289,四,全力状态,34529,source,
290,四,又升一级,34753,source,
291,四,重提旧事,34923,source,
292,四,内媚的柳梦烟,35151,source,
293,四,黑色欲望,35411,source,
294,四,绝世的尤物,35617,source,
295,四,情欲燃烧,35781,source,
296,四,爱火狂潮,35909,source,
297,四,爱欲过后（上）,36037,source,
298,四,爱欲过后（下）,36175,source,
299,四,香艳的旅程,36333,source,
300,四,无赖的我,36509,source,
301,四,鸳鸯戏水,36625,source,
302,四,梦烟的情意,36745,source,
303,四,继续升级,36873,source,
304,四,白色老鼠,37089,source,
305,四,强大的桀狼,37273,source,
306,四,土墙之符,37477,source,
307,四,嚣张无比,37657,source,
308,四,烈焰爆裂箭,37789,source,
309,四,狼入羊群,37903,source,
310,四,收缴战利品,38039,source,
311,四,美女成长（上）,38175,source,
312,四,美女成长（下）,38285,source,
313,四,火红的女骑士（上）,38421,source,
314,四,火红的女骑士（下）,38513,source,
315,四,集体起哄,38635,source,
316,四,三种药材,38783,source,
317,四,幽幽的幽兰,38913,source,
318,四,鼠儿果的种子,39035,source,
319,四,白鼠皮毛,39223,source,
320,四,捕捉血灵蝉,39337,source,
321,四,金黄色的鸣蝉,39517,source,
322,四,红槐精魂,39635,source,
323,四,群怪汇聚,39737,inferred,源文件误标为第322章；按顺序更正为323。
324,四,红槐蜜蜂王,39851,source,
325,四,红槐蜜蜂的蜂巢,39953,source,
326,四,贪婪神妖,40133,source,
327,四,乌丝蚕网,40295,source,
328,四,奇怪的弓箭手,40457,source,
329,四,乌龙毒角蛇,40603,source,
330,四,仙兽之争,40733,source,
331,四,山地之王,40969,source,
332,四,山地之王的考验,,inferred,无独立标题；按前后情节概括。
333,四,山地碎魔箭,41405,source,
334,四,打蛇打三寸,41515,source,
335,四,山地巨魔王,41777,source,
336,四,连升三级,41911,source,
337,四,选择挑战,42093,source,
338,四,槐菊花茶,42357,source,
339,四,发财大计（上）,42527,source,
340,四,发财大计（下）,42669,source,
341,四,南厨玉女,42865,source,
342,四,高价蛇肉,42993,source,
343,四,美女刺客,43149,source,
344,四,秦皇古墓,43283,source,
345,四,四灵守护,43415,source,
346,四,千里海螺,43543,source,
347,四,鬼才知道,43657,source,
348,四,一床双美,43793,source,
349,四,晨光最美,43993,source,
350,四,无路可走,44143,source,
351,四,石俑石像,44275,source,
352,四,进入二层,44455,source,
353,四,疯癫挖掘尸,44591,source,
354,四,我来拉火车,44701,source,
355,四,我要强攻,44879,source,
356,四,怒甩而去,45047,source,
357,四,哀鸣游魂王,45175,source,
358,四,铁铲砌墙鬼,45337,source,
359,四,冰火双龙锄,45509,source,
360,四,碎裂的黑刚鬼石,45617,source,
361,四,尸魔阴魂,45709,source,
362,四,狼狈而逃,45829,source,
363,四,珍贵的宝贝,46027,source,
364,四,尽情欢愉,46247,source,
365,四,绝世尤物,46393,source,
366,四,舞蹈奇才,46535,source,
367,四,与美约会,46665,source,
368,四,舞瑶的厨艺,46823,source,
369,四,重回二层,47025,source,
370,四,尸魔暗魂剑,47233,source,
371,四,开始售票,47319,source,
372,四,诱人的舞瑶,47463,source,
373,四,幽幽唐绰影（上）,47619,source,
374,四,幽幽唐绰影（中）,47851,source,
375,四,幽幽唐绰影（下）,48219,source,
376,四,色诱无边,48509,source,
377,四,绝美的贵妇,48823,source,
378,四,两美的心思,49025,source,
379,四,凑齐尸魔,49265,source,
380,四,地灵风怪,49591,source,
381,四,地风双刺鬼,49793,source,
382,四,地风灵窟,50017,source,
383,四,乘雕而行,50155,source,
384,四,七彩神鹰,50275,source,
385,四,神奇的宠物,50385,source,
386,四,惊天的秘密,50561,source,
387,四,石佣骑士卫,50747,source,
388,四,尸魔碎天,50911,source,
389,四,五行试练,51109,source,
390,四,通过试练,51231,source,
391,四,山林苑,51375,source,
392,四,地之井,51543,source,
393,四,地之神水,51713,source,
394,四,仙兽鲤鱼怪,51863,source,
395,四,偷取菩提石（上）,52011,source,
396,四,偷取菩提石（中）,52161,source,
397,四,偷取菩提石（下）,52313,source,
398,四,菩提石,52459,source,
399,四,阴阳欢喜山（上）,52627,source,
400,四,阴阳欢喜山（下）,52819,source,
401,四,试练奖励（上）,53011,source,
402,四,试练奖励（下）,53147,source,
403,四,阴阳两仪境,53317,source,
404,四,开启第二职业,53449,source,
405,四,山林咆哮者,53581,source,
406,四,云雾台,53715,source,
407,四,阴阳云彩（上）,53835,source,
408,四,阴阳云彩（下）,53953,source,
409,四,暗月杀手,54157,source,
410,四,虚假的震地锤,54277,source,
411,四,残酷的反击（上）,54469,source,
412,四,残酷的反击（中）,54601,source,
413,四,残酷的反击（下）,54739,source,
414,四,为了建帮令,54853,source,
415,四,反击结束,54975,source,
416,四,亿万富翁,55179,source,
417,四,火星撞地球（上）,55307,source,
418,四,火星撞地球（中）,55445,source,
419,四,火星撞地球（下）,55641,source,
420,四,一魔一妖,55861,source,
421,四,解除误会,56155,source,
422,四,雷凤之羽,56455,source,
423,四,传说中的修真者,56647,source,
424,四,凌凤真诀,56757,source,
425,四,霸道第三层,56957,source,
426,四,凤凰重生,57165,source,
427,四,心急的祈小佳,57247,source,
428,四,上线游戏,57365,source,
429,四,前往万狼谷,57579,source,
430,四,携美遨游,57691,source,
431,四,蟹湖风波,57839,source,
432,四,仙女下凡,57945,source,
433,四,火爆的论坛,58067,source,
434,四,又添两美,58241,source,
435,四,美女的关系,58367,source,
436,四,分配装备,58483,source,
437,四,前往鉴定所,58591,source,
438,四,两件仙器,58723,source,
439,四,都是强人,58837,source,
440,四,都是熟人,58973,source,
441,四,贵族的传统,59105,source,
442,四,魔魇拍卖行,59283,source,
443,四,繁忙的拍卖行,59415,source,
444,四,黄金装备普及者,59527,source,
445,四,老酒的鼓励,59681,source,
446,四,懊悔的老酒,59821,source,
447,四,没法逃避,59945,source,
448,四,皆大欢喜,60077,source,
449,四,重返石刻林,60259,source,
450,四,暗月的死敌,60375,source,
451,四,竞争的拍卖行,60469,source,
452,四,黑鳞崖,60573,source,
453,四,魔化怪物,60661,source,
454,四,枫叶乱舞,60787,source,
455,四,天梦神殿,60901,source,
456,四,天龙城的神庙,60993,source,
457,四,试练规则,61095,source,
458,四,特别困难,61213,source,
459,四,无法完成,61363,source,
460,四,前往小安村,61487,source,
461,四,终见BOSS,61617,source,
462,四,叛徒黄进,61765,source,
463,四,万千鬼魂身,61865,source,
464,四,吸收鬼魂,62039,source,
465,四,超酷的妖猫,62157,source,
466,四,凶狠的黄进,62257,source,
467,四,双翼冰枭的灵魂,62369,source,
468,四,变异的妖猫,62463,source,
469,四,双翼水妖猫,62573,source,
470,四,绿色套装,62703,source,
471,四,小安村的危机,62835,source,
472,四,变态的小安村,62957,source,
473,四,变态的小安村（下）,63083,source,
474,四,双翼冰枭弓,63197,source,
475,四,回城升级,63317,source,
476,四,五十级的奖励,63487,source,
477,四,残酷的奴役,63647,source,
478,四,仙器的进阶,63755,source,
479,四,妖魂之梦,63865,source,
480,四,富翁的心愿,64027,source,
481,四,五十级装备,64141,source,
482,四,皇家魔法师,64405,source,
483,四,五十级的属性,64529,source,
484,四,准备庆祝,64667,source,
485,四,香酥醉龙虾,64825,source,
486,四,黑马魔火,64933,source,
487,四,都是坏人,65063,source,
488,四,小转玉丹瓶,65233,source,
489,四,小试身手,,inferred,源文件无独立标题行；根据合并标题或上下文补录。
490,四,技能大白丸,65541,source,
491,四,老马的电话,65663,source,
492,四,凤玉企业,65785,source,
493,四,彝族美人,65973,source,
494,四,诱惑的小莹,66061,source,
495,四,公司变动,66265,source,
496,四,凤玉总裁,66453,source,
497,四,勇猛的我,66601,source,
498,四,超级大无赖,66821,source,
499,四,联系行长,66953,source,
500,四,玉行晃荡,67083,source,
501,四,天道之相,67203,source,
502,四,绿霏玉珠,67337,source,
503,四,办理帝卡,67559,source,
504,四,虚假的身份,67673,source,
505,四,惨被吸收,67781,source,
506,四,帝神七彩玉,67883,source,
507,四,绿色玉石戒指,67997,source,
508,四,琅缳仙戒,68109,source,
509,四,昆仑玉法,68209,source,
510,四,美人心意,68325,source,
511,四,钱庄兑换,68615,source,
512,四,自信的叶青炎,68843,source,
513,四,查询不到,68957,source,
514,四,前往小岛,69067,source,
515,四,豪华船只,69217,source,
516,四,踏浪而行,69365,source,
517,四,比翼双飞岛（上）,69481,source,
518,四,比翼双飞岛（下）,69593,source,
519,四,炽火三头兽,69705,source,
520,四,东海反击战,69859,source,
521,四,暴风的封印,69947,source,
522,四,穿越风暴,70063,source,
523,四,暴风水鹰杖,70237,source,
524,四,神奇的海路,70387,source,
525,四,双翅雷电蛟,70509,source,
526,四,圣盾撞击,70835,source,
527,四,搞定仙兽,71015,source,
528,四,潜入海中,71197,source,
529,四,坠月之岛,71427,source,
530,四,海狮之墓,71537,source,
531,四,海狮护卫,71657,source,
532,四,烈阳爆裂箭,71909,source,
533,四,郁闷的海狮王,72027,source,
534,四,群狮狂扑,72159,source,
535,四,小黑发怒,72429,source,
536,四,妖猫进化,72723,source,
537,四,柔月之石,72833,source,
538,四,海狮蓝睛,72933,source,
539,四,镶嵌成功,73047,source,
540,四,古月流星弓,73157,source,
541,四,进入海狮之墓,73261,source,
542,四,迷幻云雾宫,73377,source,
543,四,迷幻云雾石,73487,source,
544,四,领悟阵法,73607,source,
545,四,穿墙而过,73719,source,
546,四,漩涡石厅,73831,source,
547,四,鹰岛老人,73947,source,
548,四,烈焰狂舞,74049,source,
549,四,首战受挫,74163,source,
550,四,无奈硬拼,74359,source,
551,四,51级的全力状态,74487,source,
552,四,五箭齐发,74615,source,
553,四,黑鹰巨翅,74733,source,
554,四,鹰岛老人的灵魂,74863,source,
555,四,黑魔僵尸烟,74969,source,
556,四,击飞棺材,75073,source,
557,四,僵尸王法,75203,source,
558,四,鹰岛老人的宝物,75325,source,
559,四,暴雨梨花针,75439,source,
560,四,水麒麟的宠物蛋,75547,source,
561,四,玉净仙瓶,75655,source,
562,四,龙吟岛,75769,source,
563,四,看到希望,75877,source,
564,四,冰焰黑蛇人,75987,source,
565,四,拯救龙吟岛（上）,76093,source,
566,四,拯救龙吟岛(下),76189,source,
567,四,黑色冰蛇,76317,source,
568,四,冰焰黑蛇人（上）,76429,source,
569,四,冰焰黑蛇人（中）,76533,source,
570,四,冰焰黑蛇人（下）,76631,source,
571,四,黑焰冰花,76739,source,
572,四,斩杀蛇人,76917,source,
573,四,小黑成长,77027,source,
574,四,水潭神器,77117,source,
575,四,神器剑胚,77201,source,
576,四,美丽的海滩,77343,source,
577,四,开通传送阵,77475,source,
578,四,穿越千年的风暴,77565,source,
579,四,催化黑焰冰花剑,77653,source,
580,四,我也来锻造,77745,source,
581,四,神器出世,77843,source,
582,四,要去皇宫,77931,source,
583,四,凤凰梧桐树,78029,source,
584,四,公主驾临,78119,source,
585,四,“嘟嘟”的天玉公主,78225,source,
586,四,皇帝的奖励（上）,78321,source,
587,四,皇帝的奖励（下）,78455,source,
588,四,得到龙吟镇,78625,source,
589,四,天雷闪豹,78753,source,
590,四,骑士寒冰戒,78883,source,
591,四,千年血灵丸,78959,source,
592,四,130亿金币,79107,source,
593,四,不良骑士,79215,source,
594,四,与凤共舞,79411,source,
595,四,进入万雷山,79547,source,
596,四,埋伏的豹子,79745,source,
597,四,我要挂了,79851,source,
598,四,金钟神光,80029,source,
599,四,凤凰怒鸣连环斩,80197,source,
600,四,土龙冲天,80303,source,
601,四,凤凰涅磐,80405,source,
602,四,黑槐雷木,80499,source,
603,四,我被歧视,80591,source,
604,四,争杀天雷闪豹,80685,source,
605,四,爆杀神兽,80905,source,
606,四,雷电紫珠戒,81067,source,
607,四,美女的规划,81169,source,
608,四,53级护殿骑士,81267,source,
609,四,狂雷小兽,81397,source,
610,四,狂雷鼓兽,81489,source,
611,四,绝杀狂雷鼓兽,81591,source,
612,四,重回龙吟镇,81695,source,
613,四,雷光环绕阵,81799,source,
614,四,开启传送阵,81895,source,
615,四,前往火枫岛,81901,source,
616,四,黑暗旋风急速斩,81989,source,
617,四,世界通告,82133,source,
618,四,世界等级排行榜,82223,source,
619,四,神竹仙境,82331,source,
620,四,仙兽黄金兔子王,82413,source,
621,四,斩杀黄金兔子王,82509,source,
622,四,斩杀黄金兔子王,82627,source,
623,四,黄金天石,82811,source,
624,四,阴阳熊猫蛋,82933,source,
625,四,凤凰羽毛,83063,source,
626,四,龙炎真鼎,83217,source,
627,四,炼制圣药（上）,83305,source,
628,四,炼制圣药(下),83399,source,
629,四,生命圣莲丹,83525,source,
630,四,阴阳太极图,83631,source,
631,四,风神至尊刺,83751,source,
632,四,竹台异变,83855,source,
633,四,绿竹阴阳装,83971,source,
634,四,敏捷之心,84099,source,
635,四,暗影龙刺客,84273,source,
636,四,开启敏捷之心,84407,source,
637,四,阴阳大熊猫,84519,source,
638,四,精魂蔓延,84663,source,
639,四,恢复的狐媚儿,84753,source,
640,四,水火剑客,84859,source,
641,四,总裁来电,84959,source,
642,四,挂掉手机,85051,source,
643,四,香华阿姨,85163,source,
644,四,端木香华,85337,source,
645,四,30%的提成,85453,source,
646,四,清风木玉扇,85627,source,
647,四,乾坤无极手,85801,source,
648,四,我是怪物,85911,source,
649,四,小佳的诱惑（上）,86027,source,
650,四,小佳的诱惑（下）,86177,source,
651,四,更新的《王者》,86331,source,
652,四,游戏老鸟,86445,source,
653,四,柔柔美人,86569,source,
654,四,王傲龙的犹豫,86667,source,
655,四,恶人行动,86769,source,
656,四,开启龙吟镇,86869,source,
657,四,我的龙吟镇,87003,source,
658,四,前往万狼谷,87087,source,
659,四,蓝焰哮天狼,87277,source,
660,四,广告风波,87365,source,
661,四,探查尸骨,87451,source,
662,四,奇特寺庙,87595,source,
